Customer_ID,Account_Age,Segment,Trades_7D,Trades_30D,Login_7D,Login_30D,Deposits,Withdrawals,Portfolio_Value,Invested_Amount,Avg_Trade_Return,Win_Rate,Drawdown,Email_Open_Rate,Push_Click_Rate,Exit_Label
CID01508,55,HNI,9,20,4,18,153204.71,50975.54,1052551.62,1205934.27,0.02656,0.504,0.1371,0.6596,0.2592,0
CID01509,23,Active Trader,22,65,6,45,80279.45,27536.74,178351.72,202578.24,0.00932,0.5972,0.1563,0.6361,0.1066,0
CID01510,17,Retail,4,6,5,14,6076.66,1822.35,17379.64,10450.45,0.0126,0.3342,0.0554,0.4685,0.2437,1
CID01511,68,HNI,4,18,4,15,106538.85,52148.38,348631.69,298055.93,0.00126,0.5828,0.0401,0.1136,0.1435,0
CID01512,72,HNI,5,19,6,16,181011.48,49528.32,1789817.44,1162140.22,0.00849,0.6435,0.1333,0.1899,0.1918,0
CID01513,16,Retail,3,7,4,12,3170.18,532.75,14420.16,16444.15,-0.02032,0.3279,0.2204,0.3125,0.4281,1
CID01514,29,Retail,2,8,2,16,8598.06,3475.41,17532.07,18336.83,0.01046,0.5471,0.0438,0.1396,0.0353,0
CID01515,33,Active Trader,11,54,11,39,9323.05,1445.78,52011.25,44537.24,0.02798,0.4208,0.0531,0.3944,0.1647,0
CID01516,3,Retail,0,7,2,18,18899.31,6230.79,61609.02,68032.35,0.00907,0.3651,0.1801,0.1588,0.2313,0
CID01517,32,Retail,0,4,3,18,3111.97,1101.69,8217.4,5847.33,0.0447,0.5061,0.1118,0.2416,0.2221,1
CID01518,29,Active Trader,18,63,13,44,26644.97,2388.68,104479.55,116050.83,0.00133,0.771,0.156,0.2538,0.4773,0
CID01519,18,Retail,0,12,6,15,8290.42,212.15,26544.69,21466.39,0.01636,0.7199,0.0778,0.3683,0.4805,0
CID01520,35,Retail,1,7,1,12,6274.11,1048.6,12441.77,13730.45,0.00388,0.3739,0.0964,0.2276,0.3067,0
CID01521,29,Active Trader,16,67,4,47,19626.0,4401.99,77902.69,58259.7,-0.01903,0.1639,0.0884,0.3541,0.4452,0
CID01522,1,Retail,1,9,4,11,4066.06,828.72,21768.27,19780.58,0.00263,0.4806,0.1849,0.3223,0.1644,1
CID01523,30,Retail,3,6,4,17,2745.36,922.77,12457.94,9081.86,-0.00115,0.3297,0.1351,0.2703,0.1706,0
CID01524,25,Retail,3,5,4,7,2887.01,70.66,12639.7,13382.61,-0.00274,0.607,0.1525,0.2589,0.1425,0
CID01525,29,Retail,0,3,3,10,2669.41,882.95,8961.89,7285.81,-0.00205,0.5414,0.2858,0.3799,0.2149,0
CID01526,51,Retail,3,8,5,11,5381.09,1603.67,23212.67,23365.67,0.0017,0.6646,0.2311,0.222,0.3068,0
CID01527,19,Retail,2,6,3,15,19393.04,4594.43,105608.38,86811.26,0.00954,0.4292,0.2667,0.1869,0.1803,0
CID01528,31,Retail,1,9,2,22,1225.4,244.47,11422.94,10384.92,0.02825,0.6427,0.0256,0.2612,0.1123,0
CID01529,28,Retail,2,10,1,26,5728.98,3165.16,10612.78,11879.14,0.00293,0.3635,0.0416,0.2918,0.6357,0
CID01530,20,Retail,3,3,5,14,6062.29,364.25,27551.49,30897.14,-0.01329,0.5024,0.3406,0.0869,0.0582,1
CID01531,27,Retail,0,3,6,16,7390.75,3494.86,16478.39,15287.2,-0.00988,0.6106,0.0195,0.0442,0.2075,0
CID01532,22,Retail,1,4,5,20,6055.49,1390.8,20727.54,18540.1,0.01544,0.6933,0.1575,0.1773,0.3116,0
CID01533,18,Active Trader,14,62,10,35,42753.93,16230.83,84312.32,82381.47,0.02308,0.6467,0.119,0.1271,0.1064,1
CID01534,17,Retail,2,5,4,15,4229.58,2463.8,10968.78,10696.17,0.00443,0.4225,0.0361,0.423,0.204,0
CID01535,1,HNI,4,22,4,14,51629.15,24157.88,604416.56,378014.65,-0.00099,0.4598,0.2832,0.4001,0.393,0
CID01536,43,Active Trader,17,71,12,41,36089.72,12148.52,59887.79,58135.18,0.0111,0.5913,0.076,0.2702,0.4668,0
CID01537,13,Active Trader,25,63,18,43,26017.61,13709.43,117065.06,77260.1,0.01001,0.7324,0.1486,0.353,0.235,0
CID01538,2,Retail,6,8,2,6,1774.64,715.06,8750.16,6281.19,-0.0013,0.5864,0.1961,0.3798,0.2594,0
CID01539,47,Retail,1,5,2,13,25624.5,2104.39,50499.62,48638.15,0.01326,0.4913,0.1852,0.7573,0.1877,0
CID01540,49,Retail,0,6,2,13,25627.68,6086.62,134517.54,89634.06,0.00519,0.4011,0.1849,0.1007,0.2064,1
CID01541,58,HNI,7,14,5,19,159656.19,92140.43,1216908.47,971162.35,-0.01075,0.8694,0.1032,0.5038,0.2058,0
CID01542,25,Retail,3,5,5,12,5959.02,510.3,20849.6,15589.57,-0.01306,0.6741,0.2032,0.5217,0.0237,0
CID01543,49,Active Trader,23,52,12,35,18535.74,5083.15,94868.51,94316.14,-0.00811,0.4891,0.0451,0.1527,0.3588,0
CID01544,30,Active Trader,17,67,9,29,59602.68,12213.32,123486.88,89343.19,0.03062,0.5216,0.1361,0.2481,0.0596,0
CID01545,38,Active Trader,19,69,12,45,35432.82,4015.82,126930.14,78335.57,-0.00049,0.1135,0.1412,0.1191,0.2502,1
CID01546,6,HNI,4,25,5,14,174689.23,29772.59,844712.06,931074.74,0.01644,0.3584,0.2244,0.2984,0.3805,0
CID01547,49,Active Trader,15,75,15,33,13278.71,4830.03,68076.81,78075.15,-0.00249,0.5361,0.1352,0.1344,0.0604,0
CID01548,22,Retail,1,2,3,14,7299.27,793.51,25657.48,26590.55,-0.00925,0.3361,0.1204,0.1885,0.1625,0
CID01549,14,Retail,2,9,1,12,1870.49,1227.53,7849.09,5772.39,-0.0058,0.311,0.1843,0.2568,0.0857,0
CID01550,52,Active Trader,12,53,7,41,6136.62,1987.28,46359.5,35352.54,-0.00663,0.3513,0.2883,0.0314,0.1431,0
CID01551,29,Retail,0,7,3,7,21206.51,11231.24,80671.42,76270.64,0.00361,0.4954,0.183,0.4686,0.4526,0
CID01552,71,HNI,3,19,4,11,65357.51,39277.42,200095.12,173492.09,-0.00651,0.2419,0.0784,0.3186,0.1296,1
CID01553,23,Retail,0,8,2,10,5165.95,566.7,12772.59,13171.44,0.01435,0.7058,0.1164,0.1698,0.2361,0
CID01554,31,Retail,3,3,2,6,7076.83,1837.32,23944.29,25028.25,-0.00457,0.7089,0.1674,0.2499,0.2705,0
CID01555,6,Retail,2,6,4,15,4460.14,1663.37,21459.75,20405.65,0.02798,0.4177,0.0855,0.3057,0.1143,0
CID01556,28,Active Trader,23,79,18,34,37830.5,11002.58,222054.82,184226.2,0.00258,0.5856,0.1101,0.4584,0.1161,0
CID01557,31,Retail,8,8,3,18,4485.91,1244.25,22750.25,18575.96,0.01084,0.4087,0.0168,0.2491,0.1856,0
CID01558,1,Retail,3,7,6,19,393.85,168.93,4534.51,3432.24,0.02101,0.1873,0.1344,0.1447,0.0431,1
CID01559,19,Active Trader,18,59,11,39,12622.09,4631.71,59766.73,52769.72,-0.00977,0.7198,0.0518,0.4186,0.0076,0
CID01560,63,HNI,4,17,3,14,103698.78,74640.21,700517.22,676407.16,0.02218,0.274,0.2436,0.3522,0.0803,0
CID01561,50,Active Trader,24,59,11,52,11987.74,3872.7,65472.78,51310.7,0.00175,0.6927,0.1,0.1555,0.3122,1
CID01562,49,Retail,2,9,4,9,6049.83,1486.11,11880.28,12979.72,0.02172,0.5844,0.1429,0.2859,0.2053,0
CID01563,34,Retail,1,7,5,15,4466.21,2183.58,19889.27,14221.7,-0.00456,0.521,0.1626,0.3022,0.6298,0
CID01564,39,Retail,3,13,0,14,8050.79,211.04,40061.91,32630.26,-0.00176,0.7344,0.1046,0.0109,0.1193,0
CID01565,43,Active Trader,13,42,7,48,24074.62,5480.25,108420.99,118618.98,0.00644,0.5422,0.3111,0.4129,0.1781,1
CID01566,34,Retail,2,7,4,15,3913.19,496.46,31444.35,18927.81,-0.00196,0.5015,0.0848,0.2038,0.1931,0
CID01567,49,Active Trader,22,57,13,43,35384.01,1997.18,118218.81,111726.25,0.02044,0.3171,0.009,0.5912,0.0671,0
CID01568,15,Retail,2,8,3,22,7289.55,981.41,34620.86,26363.41,0.02973,0.4059,0.0358,0.2375,0.0937,0
CID01569,22,Retail,3,11,7,13,5789.73,543.41,20870.95,18992.25,0.02332,0.4549,0.2494,0.3878,0.1694,0
CID01570,25,Active Trader,21,59,16,44,34011.9,2912.73,81548.06,63695.23,-0.00151,0.4607,0.1626,0.4074,0.0768,0
CID01571,45,HNI,9,13,1,10,136997.75,42781.67,378101.49,375181.09,0.0138,0.5774,0.007,0.2157,0.1666,1
CID01572,21,Active Trader,19,59,10,42,9636.11,2929.5,61546.57,68593.52,-0.00504,0.5534,0.0878,0.1378,0.0586,0
CID01573,24,Retail,2,7,3,17,6175.23,3489.27,27688.87,23197.08,-0.01377,0.4472,0.1848,0.3455,0.2454,0
CID01574,56,Active Trader,16,55,11,44,40803.55,12466.99,237045.63,168339.89,0.00097,0.4025,0.0737,0.3428,0.0241,1
CID01575,106,HNI,6,11,5,16,732337.58,26928.72,1737294.39,1252768.69,-0.00575,0.4235,0.1275,0.3696,0.2702,0
CID01576,63,HNI,3,18,2,15,130952.34,13844.21,699358.58,437630.32,0.0227,0.3231,0.1289,0.3414,0.1872,0
CID01577,64,Active Trader,15,52,11,34,102415.82,32033.65,482226.62,311114.69,-0.02187,0.575,0.0324,0.2112,0.2658,0
CID01578,17,Retail,3,12,8,15,5768.71,728.79,15825.26,15743.79,0.00287,0.3119,0.1686,0.3367,0.1342,0
CID01579,20,Retail,1,4,2,17,23900.19,7119.89,44553.18,45596.23,0.00896,0.249,0.1302,0.061,0.099,1
CID01580,36,Active Trader,15,60,7,37,11825.38,4416.3,44075.37,39593.68,0.01622,0.2853,0.1576,0.3011,0.1628,0
CID01581,6,Active Trader,14,68,14,38,9906.13,2672.25,43980.39,42042.82,-0.00318,0.9149,0.1406,0.2667,0.2765,0
CID01582,69,Active Trader,19,54,9,33,58621.5,3151.89,104171.43,113475.34,-0.00083,0.833,0.065,0.0944,0.197,0
CID01583,30,Retail,2,7,4,13,6393.32,3911.05,12644.61,11723.63,-0.0026,0.4764,0.2206,0.5512,0.1258,0
CID01584,16,Retail,3,13,4,14,5748.79,1574.52,24554.86,20956.74,0.00964,0.2417,0.2226,0.1384,0.134,1
CID01585,33,HNI,6,14,4,19,106024.15,49027.34,446079.31,343049.24,-0.02222,0.7694,0.1602,0.4143,0.433,0
CID01586,30,Retail,1,5,4,15,7943.26,1784.13,34063.1,20879.86,-0.00456,0.5133,0.0315,0.2316,0.1379,0
CID01587,39,Active Trader,19,63,15,49,36340.88,4497.35,219927.93,162525.32,0.03371,0.7005,0.1435,0.1626,0.0813,0
CID01588,1,Retail,3,7,4,7,4131.26,312.87,14979.39,9579.86,0.00185,0.6547,0.2682,0.2098,0.2638,0
CID01589,43,HNI,8,20,3,12,376339.69,264839.38,738897.9,595706.33,0.01551,0.7283,0.1438,0.317,0.183,0
CID01590,55,Retail,2,8,2,9,6758.23,3550.52,31727.19,34461.05,-0.02167,0.3346,0.0781,0.7341,0.1158,0
CID01591,45,Retail,2,9,5,13,4433.47,639.38,27242.0,17007.84,-0.00169,0.1233,0.1576,0.1067,0.1731,0
CID01592,18,Retail,2,5,7,14,7039.75,2631.27,57305.03,40297.91,0.0266,0.1262,0.0907,0.5515,0.0335,1
CID01593,26,Retail,1,6,3,11,97539.46,42704.33,192290.56,201510.25,0.01547,0.5799,0.1204,0.3725,0.0956,0
CID01594,20,Retail,2,3,4,15,7067.27,748.19,27914.86,17593.49,0.03131,0.6413,0.1203,0.3057,0.0135,0
CID01595,44,Active Trader,22,54,17,40,23329.03,5147.23,59702.87,57304.8,0.01247,0.4811,0.1414,0.1929,0.2012,0
CID01596,36,Retail,0,4,3,14,5821.22,402.84,12556.3,12212.34,0.01584,0.1743,0.1095,0.2651,0.32,0
CID01597,15,Active Trader,20,60,11,53,21726.36,4875.14,81306.33,73146.44,-0.00213,0.2317,0.197,0.1238,0.2805,0
CID01598,41,Retail,1,7,8,12,2772.44,255.39,13632.92,9687.83,-0.01804,0.3568,0.0302,0.3189,0.0731,0
CID01599,38,Retail,1,9,4,13,10361.72,5080.58,17309.09,18314.82,-0.01201,0.5386,0.1399,0.2069,0.467,0
CID01600,64,HNI,5,22,3,12,103384.7,60435.29,359407.27,373028.83,-0.01162,0.4317,0.1664,0.0821,0.2336,0
CID01601,36,Active Trader,17,59,13,37,9038.73,4916.49,49084.98,34526.26,0.00756,0.693,0.1056,0.157,0.0394,0
CID01602,25,Retail,1,4,6,17,3601.16,1023.04,10848.12,11482.67,0.0004,0.2948,0.182,0.0762,0.1246,0
CID01603,4,Retail,0,10,5,12,10707.36,7600.96,23545.71,23088.52,0.00846,0.6344,0.0245,0.2264,0.0743,0
CID01604,40,Active Trader,18,66,17,27,14758.29,4185.36,138429.75,90776.71,0.0002,0.7349,0.0172,0.3192,0.4614,1
CID01605,42,HNI,4,24,4,8,650767.53,292989.42,1135725.78,1077365.88,-0.01073,0.3983,0.1628,0.6137,0.209,0
CID01606,14,Active Trader,23,66,8,30,28279.71,13579.63,160458.78,150100.76,0.01512,0.5487,0.0957,0.1387,0.3113,1
CID01607,26,Retail,3,10,2,10,2493.79,1477.76,16154.71,10709.84,0.01113,0.5366,0.0523,0.3585,0.4649,0
CID01608,61,Retail,4,6,2,18,3863.63,345.21,17277.18,15675.25,-0.0232,0.656,0.0965,0.5856,0.3961,0
CID01609,49,Active Trader,15,63,16,37,109015.47,25617.67,210333.28,130298.82,-0.00335,0.3792,0.1718,0.3674,0.342,0
CID01610,35,Retail,1,7,6,12,4372.86,544.38,12044.37,9034.29,0.01055,0.559,0.1178,0.5167,0.4697,0
CID01611,7,Retail,2,4,2,16,8976.83,4382.48,24700.01,25884.07,-0.0113,0.4234,0.2191,0.4313,0.3142,0
CID01612,61,Active Trader,17,51,13,44,16742.19,4373.73,68349.66,67362.86,-0.00316,0.4534,0.1566,0.2572,0.1009,0
CID01613,68,Retail,3,8,5,14,12803.21,3686.05,28202.78,29611.63,0.00557,0.6236,0.1029,0.6108,0.0649,1
CID01614,24,Retail,3,5,4,16,12166.18,612.46,51844.05,55986.49,0.01118,0.5733,0.0939,0.2846,0.3492,0
CID01615,27,Active Trader,24,66,12,38,14707.51,7688.72,61501.1,47815.03,-0.00514,0.6219,0.1847,0.1783,0.0153,0
CID01616,50,Active Trader,13,57,8,39,71311.13,15358.59,132381.01,135135.37,-0.01144,0.316,0.0681,0.2014,0.2329,0
CID01617,5,Retail,0,6,1,16,14667.5,3815.08,85331.03,72782.89,0.0169,0.4306,0.0266,0.0374,0.4346,1
CID01618,42,Retail,4,9,8,13,3247.61,1913.93,10591.25,11502.91,0.01452,0.5604,0.1076,0.192,0.3406,0
CID01619,1,Active Trader,17,67,13,34,5148.94,1590.32,29600.79,26656.6,-0.02181,0.2746,0.0945,0.2137,0.0309,0
CID01620,36,Retail,3,12,4,13,21228.17,5075.67,98206.35,103560.45,-0.00216,0.7599,0.0645,0.3003,0.1795,0
CID01621,60,HNI,4,8,2,13,163665.26,7248.92,1540579.28,1350499.64,0.02676,0.5041,0.2989,0.4783,0.1139,0
CID01622,35,Retail,0,8,7,8,9119.2,1915.57,17609.87,19333.28,0.00214,0.4569,0.0705,0.1181,0.0404,0
CID01623,62,HNI,4,23,0,14,207525.43,7960.42,883977.76,782590.45,-0.01025,0.5107,0.1257,0.1706,0.0805,0
CID01624,62,Active Trader,14,53,11,35,2802.9,458.33,13212.71,8276.14,0.01737,0.3975,0.0126,0.0818,0.2524,0
CID01625,48,Active Trader,20,61,15,39,34875.65,5651.22,203127.33,206152.13,0.01982,0.5924,0.2516,0.1026,0.1842,0
CID01626,73,Active Trader,16,55,14,38,94006.31,3559.57,334542.28,363591.59,-0.00962,0.6772,0.0304,0.3968,0.4327,0
CID01627,37,HNI,7,19,6,10,179996.99,25065.83,761079.1,464168.43,0.02414,0.529,0.0088,0.04,0.5338,0
CID01628,25,Retail,2,10,1,10,5411.54,1259.33,13370.42,9508.75,0.00183,0.4988,0.1947,0.3789,0.1005,0
CID01629,9,Retail,2,9,7,16,4103.54,732.0,11654.75,7356.82,-0.0098,0.7259,0.0993,0.449,0.0869,0
CID01630,43,Active Trader,21,64,13,33,22254.91,4195.02,54153.26,42744.12,-0.01611,0.3403,0.088,0.4843,0.1099,1
CID01631,37,Active Trader,11,56,14,41,28777.3,722.87,98620.21,61281.27,0.00038,0.4303,0.0526,0.2026,0.1581,0
CID01632,3,Retail,0,6,4,17,6248.79,293.89,18752.19,17827.46,0.01941,0.5327,0.0108,0.3607,0.2313,0
CID01633,81,HNI,8,25,6,11,840467.47,264677.59,1526072.39,1614484.58,0.00868,0.6204,0.1556,0.3815,0.1021,0
CID01634,21,Retail,2,8,4,12,2369.52,440.11,16437.8,13752.11,0.00963,0.3495,0.0822,0.5613,0.0963,0
CID01635,32,Active Trader,22,55,10,38,53342.95,1752.43,146264.86,164395.14,-0.00968,0.4379,0.2052,0.1376,0.1591,0
CID01636,58,Retail,2,7,1,13,9037.87,179.56,24083.73,20747.04,-0.00924,0.3765,0.1979,0.0863,0.3518,1
CID01637,33,Retail,2,7,5,14,2532.18,906.83,17335.01,12235.18,0.00538,0.8137,0.1322,0.1171,0.1378,0
CID01638,41,Active Trader,19,70,15,46,32885.73,14701.67,80984.79,51883.55,-0.01961,0.4509,0.2333,0.1309,0.469,0
CID01639,38,Retail,0,8,4,15,4634.65,3122.29,7329.83,8304.93,0.02551,0.5741,0.1029,0.1497,0.0891,0
CID01640,37,Retail,2,5,6,7,925.96,489.63,5578.15,4721.99,-0.00376,0.6439,0.12,0.5629,0.002,1
CID01641,14,Retail,3,11,4,13,2466.7,931.34,8770.54,6478.24,0.00751,0.5862,0.0437,0.0777,0.3154,0
CID01642,47,Retail,1,6,12,21,2593.49,966.49,18753.11,13134.69,-0.00429,0.4554,0.1407,0.3849,0.2131,0
CID01643,20,Retail,5,5,4,18,4935.97,530.72,20726.3,22807.79,0.00832,0.6851,0.0401,0.26,0.3491,0
CID01644,14,Retail,6,6,1,16,3623.06,570.84,29026.71,31751.6,8e-05,0.5251,0.1727,0.2702,0.0907,0
CID01645,33,Retail,1,9,0,13,25115.97,10926.55,87387.86,65567.42,0.02446,0.5835,0.129,0.1712,0.1794,0
CID01646,33,Active Trader,11,49,21,38,64519.63,8443.37,303564.51,270694.32,0.01781,0.8453,0.1618,0.3711,0.0391,0
CID01647,8,Retail,3,6,6,14,23832.7,1251.03,112801.93,87826.66,0.00251,0.3345,0.1914,0.2946,0.1484,0
CID01648,42,Retail,4,5,2,13,4247.75,1632.09,6930.48,6449.69,0.0021,0.6944,0.0988,0.1101,0.0621,0
CID01649,35,Retail,0,10,3,13,9901.63,4323.18,23512.29,24103.62,-0.00042,0.7818,0.1692,0.2516,0.2606,0
CID01650,44,Retail,1,5,4,18,4334.92,711.45,18633.06,16967.72,-0.00368,0.5307,0.1371,0.1752,0.2342,0
CID01651,53,Retail,0,8,5,16,4683.19,1263.67,15196.03,12838.43,-0.026,0.4767,0.136,0.2099,0.1744,1
CID01652,59,Retail,1,6,6,15,2475.06,1177.92,13229.67,13339.3,-0.00311,0.5015,0.0686,0.1734,0.0561,0
CID01653,114,HNI,6,19,2,14,1485573.97,67101.46,3112632.98,2978413.94,-0.0175,0.5384,0.0501,0.0496,0.1028,0
CID01654,26,Retail,2,3,5,12,11863.17,2542.59,40807.37,36389.45,0.00117,0.5402,0.2509,0.047,0.4644,0
CID01655,42,Active Trader,15,62,14,39,29467.37,5083.61,90637.8,94232.68,0.00327,0.2712,0.1297,0.4725,0.0371,0
CID01656,17,Active Trader,27,59,11,38,30797.52,4506.37,189162.67,207822.26,0.03739,0.4971,0.2409,0.1158,0.1406,0
CID01657,14,Active Trader,18,51,5,41,60555.38,2428.65,282907.6,293672.94,0.01379,0.2458,0.1582,0.1208,0.2022,1
CID01658,25,Retail,4,8,6,17,25808.04,2070.77,132341.31,79470.58,0.00737,0.3951,0.2988,0.468,0.51,0
CID01659,21,Retail,2,10,5,16,11855.07,1417.38,44792.14,27893.14,0.02614,0.2418,0.2379,0.2902,0.1412,0
CID01660,27,Retail,1,11,4,10,24211.06,2491.26,67500.29,61710.7,0.01587,0.7661,0.0793,0.0338,0.0743,0
CID01661,43,Retail,1,9,6,9,4495.12,1126.12,31021.94,31080.41,0.01834,0.4175,0.0098,0.5703,0.249,0
CID01662,64,Active Trader,14,56,12,26,11080.21,2045.37,106510.03,90083.18,-0.00309,0.3049,0.1134,0.2046,0.3535,0
CID01663,26,HNI,1,27,6,8,30337.62,5154.77,409138.27,457557.69,-0.00915,0.391,0.1186,0.1004,0.6061,0
CID01664,13,Retail,2,3,1,16,27795.1,1023.33,58272.44,66298.78,-0.00671,0.2044,0.0265,0.2463,0.2846,1
CID01665,31,Retail,0,7,4,13,5459.26,1467.36,11318.98,11604.0,0.02972,0.444,0.1845,0.2352,0.2658,1
CID01666,15,Retail,2,8,3,22,3320.36,1471.5,17221.49,12709.04,0.01134,0.5124,0.231,0.1187,0.1829,0
CID01667,13,Retail,0,8,7,18,9772.88,3351.9,32070.06,31442.45,0.01612,0.35,0.041,0.2448,0.2304,0
CID01668,40,Active Trader,16,70,13,49,14372.41,1188.53,72693.83,73355.32,0.0308,0.6434,0.1553,0.1515,0.2814,0
CID01669,6,Active Trader,15,71,11,41,9120.33,717.99,56907.86,42304.13,-0.00533,0.8221,0.0974,0.2426,0.0312,0
CID01670,9,Retail,3,4,5,15,8966.77,3251.97,34009.1,27595.03,-0.02116,0.2332,0.296,0.7048,0.0703,1
CID01671,44,Active Trader,22,45,15,34,430203.78,234677.83,817919.83,643520.78,0.00432,0.6517,0.1656,0.053,0.0853,0
CID01672,63,Active Trader,18,62,9,31,47715.43,10776.45,88866.29,80325.72,0.01313,0.5454,0.0944,0.3025,0.4288,0
CID01673,16,Retail,3,12,3,14,2375.57,884.93,13213.34,10629.77,0.00497,0.5858,0.0799,0.2751,0.2105,0
CID01674,12,Active Trader,18,49,12,40,21882.08,85.69,151656.89,140877.33,0.00842,0.5686,0.0998,0.4291,0.2264,0
CID01675,21,HNI,1,24,4,18,124899.52,14996.72,379595.33,330794.09,0.00572,0.491,0.1875,0.4157,0.2691,0
CID01676,50,Retail,4,7,7,11,4667.84,996.32,43790.26,26405.97,0.00138,0.5599,0.2408,0.2233,0.063,0
CID01677,54,Retail,2,4,7,14,8054.86,3714.86,18583.0,16479.4,0.00548,0.3794,0.0194,0.491,0.2695,0
CID01678,123,HNI,4,14,7,18,180328.35,85725.51,689933.47,559082.62,0.01801,0.1102,0.1089,0.1924,0.2994,0
CID01679,37,Retail,1,7,11,12,10953.11,5225.17,77334.62,76130.6,0.01157,0.4323,0.158,0.275,0.2859,0
CID01680,39,Active Trader,24,61,14,37,30115.47,18385.68,115972.14,115916.03,0.00707,0.4301,0.0312,0.2279,0.1761,0
CID01681,68,Active Trader,18,62,12,40,28852.99,13184.55,221708.13,167844.29,0.03448,0.725,0.0892,0.2736,0.1584,0
CID01682,26,Retail,5,10,8,15,1503.74,1080.13,6233.81,5209.51,0.0167,0.4662,0.0847,0.378,0.1113,0
CID01683,1,Active Trader,20,68,15,37,12005.79,1062.6,75266.85,50739.78,0.00663,0.451,0.1278,0.3887,0.1553,1
CID01684,62,HNI,5,16,7,16,97845.89,35801.63,803804.13,505911.95,-0.00182,0.6344,0.2379,0.5891,0.2393,0
CID01685,26,Retail,1,5,2,7,4300.52,1878.8,10858.83,9807.44,0.02242,0.3947,0.0093,0.3228,0.0379,1
CID01686,86,HNI,3,16,1,8,83320.91,34657.82,472360.22,348648.01,0.028,0.8858,0.0673,0.5542,0.1396,0
CID01687,63,Active Trader,17,60,13,44,34973.54,7645.69,78883.1,74551.64,0.02248,0.4796,0.0838,0.3068,0.4993,1
CID01688,57,Active Trader,18,59,13,36,19764.93,681.34,43620.95,49306.18,0.02002,0.637,0.1566,0.3985,0.238,0
CID01689,27,Retail,0,3,1,20,9454.76,1946.57,47792.35,30036.51,0.02385,0.6801,0.102,0.1945,0.0909,0
CID01690,52,Retail,4,7,4,18,2449.64,453.78,5978.13,4146.12,0.01799,0.771,0.0343,0.2271,0.0352,1
CID01691,28,Active Trader,17,68,12,54,267065.42,151251.73,245837.91,232586.77,0.01314,0.3286,0.1381,0.491,0.0211,0
CID01692,4,Retail,2,8,3,19,7993.22,909.21,49258.75,31788.27,-0.00611,0.381,0.055,0.0943,0.1114,0
CID01693,53,Active Trader,25,53,8,44,41513.58,7774.9,139577.8,131984.88,0.00707,0.5152,0.0135,0.3548,0.2243,0
CID01694,45,Active Trader,17,62,18,30,14252.73,7033.17,83971.14,60663.47,-0.0106,0.5773,0.1752,0.2038,0.2951,1
CID01695,58,Active Trader,7,54,11,45,82065.16,4087.09,129400.07,134950.56,-0.00202,0.3756,0.155,0.2786,0.2475,1
CID01696,15,Active Trader,23,55,23,50,47858.52,26756.32,276626.05,201302.82,-0.00814,0.5715,0.2138,0.5053,0.0361,1
CID01697,38,Retail,2,8,2,18,6101.81,1550.77,27565.65,16831.06,-0.01174,0.3712,0.1994,0.0719,0.0641,1
CID01698,32,Retail,2,9,7,11,4601.67,479.81,35756.75,40902.0,0.01188,0.4613,0.1783,0.5276,0.1195,0
CID01699,28,Retail,2,9,2,16,7617.4,1208.71,16099.46,17655.85,-0.0038,0.2471,0.2014,0.1605,0.2009,0
CID01700,7,Retail,1,7,4,15,10076.09,976.11,25025.53,15692.27,0.00403,0.322,0.1957,0.4521,0.4612,0
CID01701,22,Retail,1,5,4,13,1322.49,241.04,8483.52,7180.54,-0.00952,0.1425,0.072,0.5636,0.2701,1
CID01702,46,Retail,3,8,4,8,11525.69,2016.86,17658.71,15908.24,0.0092,0.6129,0.1148,0.1878,0.5602,0
CID01703,95,HNI,4,10,6,14,28926.09,19911.64,318170.04,265175.8,0.0193,0.4161,0.0067,0.3406,0.4041,0
CID01704,32,Retail,2,12,1,11,1316.79,293.33,9392.75,6670.45,0.02262,0.5996,0.0713,0.3915,0.1847,0
CID01705,67,HNI,5,14,0,10,45572.81,12567.85,437951.24,327683.63,-0.00549,0.3615,0.1359,0.5742,0.069,0
CID01706,26,Active Trader,13,61,15,41,41073.11,5896.99,144834.8,108382.89,0.0238,0.5445,0.3099,0.5796,0.1959,1
CID01707,19,Retail,0,6,4,16,8258.76,437.37,70536.49,57390.28,0.01017,0.6329,0.1391,0.4306,0.3895,0
CID01708,25,Active Trader,13,54,13,34,23822.07,8114.16,46594.54,35136.55,-0.00896,0.2338,0.1836,0.3657,0.2818,1
CID01709,34,Retail,2,15,6,14,1947.6,506.06,13056.94,9450.75,0.00998,0.2852,0.0203,0.4536,0.1108,1
CID01710,74,HNI,4,19,2,18,198733.64,35293.79,796631.44,571814.8,0.00177,0.3612,0.1648,0.4592,0.4718,0
CID01711,35,Retail,7,7,1,17,13203.23,2971.2,62342.78,47962.03,0.01432,0.4833,0.1257,0.2311,0.0717,1
CID01712,15,Retail,0,6,4,14,1718.27,223.62,12375.31,11381.95,-0.00301,0.3022,0.0884,0.3563,0.1793,1
CID01713,12,Retail,1,8,3,13,4798.14,2590.21,17267.66,18376.31,0.01939,0.1458,0.1743,0.1684,0.1492,0
CID01714,1,Retail,3,9,3,21,6709.86,870.37,20587.56,14150.01,-0.00856,0.6859,0.0064,0.2693,0.0582,0
CID01715,37,Retail,0,11,2,17,28953.3,7464.16,90997.92,91443.0,0.01209,0.5896,0.0761,0.4629,0.0949,0
CID01716,23,Retail,3,10,4,14,10819.3,4884.89,55763.1,46169.46,-0.00645,0.6214,0.1714,0.321,0.3908,0
